S.No,Compound,A,B,In literature,Lowest distortion,v(A),v(B),r(AXII)(Å),r(AVI)(Å),r(BVI)(Å),EN(A),EN(B),l(A-O)(Å),l(B-O)(Å),ΔENR,tG,τ,μ
4866,UPuO3,U,Pu,FALSE,cubic,element not in BV,element not in BV,"1,17","0,85","0,83","1,38","1,28","2,344466993","2,226583834","-2,532928571","0,814916784",-,"0,592857143"
4867,URbO3,U,Rb,FALSE,orthorhombic,not balanced,not balanced,"1,17","0,85","1,52","1,38","0,82","2,344466993","2,825996661","-4,0805","0,622350831",-,"1,085714286"
4868,UReO3,U,Re,FALSE,cubic,3,3,"1,03","0,85","0,63","1,38","1,9","2,344466993","1,98797081","-1,804","0,846438167","3,199478438","0,45"
4869,URhO3,U,Rh,FALSE,cubic,3,3,"1,03","0,85","0,67","1,38","2,28","2,344466993","2,001424352","-1,742785714","0,830081874","3,814087726","0,478571429"
4870,URuO3,U,Ru,FALSE,cubic,3,3,"1,03","0,85","0,68","1,38","2,2","2,344466993","2,018753288","-1,791857143","0,826091095","4,002669215","0,485714286"
4871,USbO3,U,Sb,FALSE,cubic,3,3,"1,03","0,85","0,76","1,38","2,05","2,344466993","2,075848892","-2,004178571","0,795495129","6,216604211","0,542857143"
4872,UScO3,U,Sc,FALSE,orthorhombic,3,3,"1,03","0,85","0,75","1,38","1,36","2,344466993","2,074614707","-2,238357143","0,799195106","5,853643846","0,535714286"
4873,USiO3,U,Si,FALSE,cubic,4,2,"1,17","0,85","0,4","1,38","1,9","2,344466993","1,783360927","-1,429214286","1,009591349","-1,598984286","0,285714286"
4874,USmO3,U,Sm,FALSE,cubic,3,3,"1,03","0,85","0,96","1,38","1,17","2,344466993","2,311832729","-2,72075","0,728080287","38,19168885","0,685714286"
4875,USnO3,U,Sn,FALSE,cubic,3,3,"1,03","0,85","0,69","1,38","1,96","2,344466993","2,052287148","-1,899785714","0,822138506","4,207241977","0,492857143"
4876,USrO3,U,Sr,FALSE,orthorhombic,4,2,"1,17","0,85","1,18","1,38","0,95","2,344466993","2,452968591","-3,358321429","0,704366057","-480,8276956","0,842857143"
4877,UTaO3,U,Ta,FALSE,rhombohedral,3,3,"1,03","0,85","0,72","1,38","1,5","2,344466993","1,956808277","-2,127928571","0,810504471","4,930235309","0,514285714"
4878,UTbO3,U,Tb,FALSE,cubic,3,3,"1,03","0,85","0,92","1,38","1,2","2,344466993","2,256932729","-2,631142857","0,740633396","22,26039173","0,657142857"
4879,UTcO3,U,Tc,FALSE,cubic,element not in BV,element not in BV,"1,17","0,85","0,6","1,38","1,9","2,344466993",0,"-1,822071429","0,908632214",-,"0,428571429"
4880,UTeO3,U,Te,FALSE,cubic,2,4,"1,17","0,85","0,97","1,38","2,1","2,344466993","2,115491508","-2,465285714","0,76677824","10,31182074","0,692857143"
4881,UThO3,U,Th,FALSE,cubic,not balanced,not balanced,"1,17","0,85","0,94","1,38","1,3","2,344466993","2,246056043","-2,740642857","0,77660873",-,"0,671428571"
4882,UTiO3,U,Ti,FALSE,orthorhombic,3,3,"1,03","0,85","0,67","1,38","1,54","2,344466993","1,927848949","-2,015","0,830081874","3,814087726","0,478571429"
4883,UTlO3,U,Tl,FALSE,orthorhombic,3,3,"1,03","0,85","0,89","1,38","1,62","2,344466993","2,297683747","-2,417714286","0,750336017","16,33816399","0,635714286"
4884,UTmO3,U,Tm,FALSE,cubic,3,3,"1,03","0,85","0,88","1,38","1,25","2,344466993","2,119700811","-2,534178571","0,753626964","14,90055482","0,628571429"
4885,U2O3,U,U,FALSE,cubic,3,3,"1,03","0,85","1,03","1,38","1,38","2,344466993","2,0478","-2,781","0,707106781",-,"0,735714286"
4886,UVO3,U,V,FALSE,orthorhombic,3,3,"1,03","0,85","0,64","1,38","1,63","2,344466993","1,758039163","-1,922964286","0,84228896","3,333904436","0,457142857"
4887,UWO3,U,W,FALSE,cubic,3,3,"1,03","0,85","0,66","1,38","2,36","2,344466993","1,7456","-1,693714286","0,834111397","3,640396778","0,471428571"
4888,UYO3,U,Y,FALSE,cubic,3,3,"1,03","0,85","0,9","1,38","1,22","2,344466993","2,235124352","-2,5845","0,747073686","18,00286278","0,642857143"
4889,UYbO3,U,Yb,FALSE,cubic,3,3,"1,03","0,85","0,87","1,38","1,1","2,344466993","2,223980699","-2,569714286","0,756946907","13,64761409","0,621428571"
4890,UZnO3,U,Zn,FALSE,cubic,4,2,"1,17","0,85","0,74","1,38","1,65","2,344466993","2,096140752","-2,201535714","0,849188985","-0,3028204775","0,528571429"
4891,UZrO3,U,Zr,FALSE,orthorhombic,3,3,"1,03","0,85","0,72","1,38","1,33","2,344466993","2,043777903","-2,190464286","0,810504471","4,930235309","0,514285714"
4892,VAcO3,V,Ac,FALSE,orthorhombic,element not in BV,element not in BV,"0,72","0,64","1,12","1,63","1,1","2,062330776",0,"-2,701714286","0,59486761",-,"0,8"
4893,VAgO3,V,Ag,FALSE,orthorhombic,not balanced,not balanced,"0,72","0,64","0,95","1,63","1,93","2,062330776","2,488353231","-2,169535714","0,637900586",-,"0,678571429"
4894,VAlO3,V,Al,FALSE,orthorhombic,not balanced,not balanced,"0,72","0,64","0,54","1,63","1,61","2,062330776","1,892894405","-1,483071429","0,772714627",-,"0,385714286"
4895,VAsO3,V,As,FALSE,cubic,not balanced,not balanced,"0,72","0,64","0,52","1,63","2,18","2,062330776","1,932227032","-1,299","0,780763738",-,"0,371428571"
4896,VAuO3,V,Au,FALSE,cubic,element not in BV,element not in BV,"0,72","0,64","0,93","1,63","2,54","2,062330776","2,31369847","-1,975178571","0,643376127",-,"0,664285714"
4897,VBO3,V,B,FALSE,cubic,3,3,"0,64","0,64","0,27","1,63","2,04","2,062330776","1,624661665","-0,82625","0,863771158","4,424733622","0,192857143"
4898,VBaO3,V,Ba,FALSE,orthorhombic,not balanced,not balanced,"0,72","0,64","1,35","1,63","0,89","2,062330776","2,64009357","-3,186964286","0,545115046",-,"0,964285714"
4899,VBeO3,V,Be,FALSE,cubic,not balanced,not balanced,"0,72","0,64","0,45","1,63","1,57","2,062330776","1,803349248","-1,324607143","0,810306149",-,"0,321428571"
4900,VBiO3,V,Bi,FALSE,orthorhombic,not balanced,not balanced,"0,72","0,64","0,9","1,63","2,02","2,062330776","2,215655462","-2,052642857","0,65176799",-,"0,642857143"
4901,VCaO3,V,Ca,FALSE,orthorhombic,not balanced,not balanced,"0,72","0,64",1,"1,63",1,"2,062330776","2,318139449","-2,502428571","0,62461099",-,"0,714285714"
4902,VCdO3,V,Cd,FALSE,orthorhombic,not balanced,not balanced,"0,72","0,64","0,95","1,63","1,69","2,062330776","2,286435201","-2,23125","0,637900586",-,"0,678571429"
4903,VCeO3,V,Ce,FALSE,orthorhombic,2,4,"0,79","0,64","0,87","1,63","1,12","2,062330776","2,268642439","-2,285821429","0,682186718","-21,21816249","0,621428571"
4904,VCoO3,V,Co,FALSE,cubic,2,4,"0,79","0,64","0,53","1,63","1,88","2,062330776","1,930310969","-1,433892857","0,80236469","6,110099488","0,378571429"
4905,VCrO3,V,Cr,FALSE,cubic,2,4,"0,79","0,64","0,55","1,63","1,66","2,062330776","1,960053288","-1,533464286","0,794135308","6,478652321","0,392857143"
4906,VCsO3,V,Cs,FALSE,-,not balanced,not balanced,"0,72","0,64","1,67","1,63","0,79","2,062330776","3,009747218","-3,812678571","0,488295237",-,"1,192857143"
4907,VCuO3,V,Cu,FALSE,cubic,not balanced,not balanced,"0,72","0,64","0,68","1,63","1,9","2,062330776","2,005573846","-1,671","0,720704989",-,"0,485714286"
4908,VDyO3,V,Dy,FALSE,cubic,not balanced,not balanced,"0,72","0,64","0,99","1,63","1,22","2,062330776","2,255580699","-2,427107143","0,627224425",-,"0,707142857"
4909,VErO3,V,Er,FALSE,cubic,not balanced,not balanced,"0,72","0,64","0,89","1,63","1,24","2,062330776","2,250676638","-2,234464286","0,654614138",-,"0,635714286"
4910,VEuO3,V,Eu,FALSE,rhombohedral,not balanced,not balanced,"0,72","0,64","1,06","1,63","1,2","2,062330776","2,354367494","-2,5635","0,609376576",-,"0,757142857"
4911,VFeO3,V,Fe,FALSE,cubic,2,4,"0,79","0,64","0,59","1,63","1,83","2,062330776","1,999521816","-1,5605","0,778172789","7,546812888","0,421428571"
4912,VGaO3,V,Ga,FALSE,cubic,not balanced,not balanced,"0,72","0,64","0,62","1,63","1,81","2,062330776","1,974643898","-1,581642857","0,742112067",-,"0,442857143"
4913,VGdO3,V,Gd,FALSE,cubic,not balanced,not balanced,"0,72","0,64","0,94","1,63","1,2","2,062330776","2,28415608","-2,3385","0,640626656",-,"0,671428571"
4914,VGeO3,V,Ge,FALSE,cubic,2,4,"0,79","0,64","0,53","1,63","2,01","2,062330776","1,899964183","-1,397214286","0,80236469","6,110099488","0,378571429"
4915,VHfO3,V,Hf,FALSE,cubic,2,4,"0,79","0,64","0,71","1,63","1,3","2,062330776","2,027412322","-1,935035714","0,733916517","18,81471111","0,507142857"
4916,VHgO3,V,Hg,FALSE,orthorhombic,not balanced,not balanced,"0,72","0,64","1,11","1,63",2,"2,062330776","2,323654714","-2,451535714","0,5972376",-,"0,792857143"
4917,VHoO3,V,Ho,FALSE,cubic,not balanced,not balanced,"0,72","0,64","0,9","1,63","1,23","2,062330776","2,25865608","-2,255785714","0,65176799",-,"0,642857143"
4918,VInO3,V,In,FALSE,cubic,not balanced,not balanced,"0,72","0,64","0,8","1,63","1,78","2,062330776","2,147680955","-1,926857143","0,681393807",-,"0,571428571"
4919,VIrO3,V,Ir,FALSE,cubic,2,4,"0,79","0,64","0,63","1,63","2,2","2,062330776","2,009082787","-1,531107143","0,762839335","9,303932556","0,45"
4920,VKO3,V,K,FALSE,orthorhombic,not balanced,not balanced,"0,72","0,64","1,38","1,63","0,82","2,062330776","2,723507129","-3,261214286","0,539232509",-,"0,985714286"
4921,VLaO3,V,La,FALSE,orthorhombic,not balanced,not balanced,"0,72","0,64","1,03","1,63","1,1","2,062330776","2,376509378","-2,532964286","0,616899743",-,"0,735714286"
4922,VLiO3,V,Li,FALSE,orthorhombic,not balanced,not balanced,"0,72","0,64","0,76","1,63","0,98","2,062330776","2,095547886","-2,057571429","0,694012211",-,"0,542857143"
4923,VLuO3,V,Lu,FALSE,cubic,not balanced,not balanced,"0,72","0,64","0,86","1,63","1,27","2,062330776","2,209114963","-2,1705","0,663303706",-,"0,614285714"
4924,VMgO3,V,Mg,FALSE,cubic,not balanced,not balanced,"0,72","0,64","0,72","1,63","1,31","2,062330776","2,046489492","-1,897714286","0,707106781",-,"0,514285714"
4925,VMnO3,V,Mn,FALSE,cubic,2,4,"0,79","0,64","0,53","1,63","1,55","2,062330776","2,16999357","-1,527","0,80236469","6,110099488","0,378571429"
4926,VMoO3,V,Mo,FALSE,cubic,2,4,"0,79","0,64","0,65","1,63","2,16","2,062330776","1,7893","-1,579892857","0,755397","10,61545782","0,464285714"
4927,VNaO3,V,Na,FALSE,orthorhombic,not balanced,not balanced,"0,72","0,64","1,02","1,63","0,93","2,062330776","2,425828064","-2,557928571","0,619448916",-,"0,728571429"
4928,VNbO3,V,Nb,FALSE,cubic,2,4,"0,79","0,64","0,68","1,63","1,6","2,062330776","1,955055241","-1,794142857","0,744501851","13,55520294","0,485714286"
4929,VNdO3,V,Nd,FALSE,orthorhombic,not balanced,not balanced,"0,72","0,64","0,98","1,63","1,14","2,062330776","2,320966993","-2,428928571","0,629859822",-,"0,7"
4930,VNiO3,V,Ni,FALSE,cubic,2,4,"0,79","0,64","0,48","1,63","1,91","2,062330776","2,103725488","-1,331678571","0,823704176","5,523164475","0,342857143"
4931,VNpO3,V,Np,FALSE,orthorhombic,element not in BV,element not in BV,"0,72","0,64","0,86","1,63","1,36","2,062330776",0,"-2,147357143","0,663303706",-,"0,614285714"
4932,VOsO3,V,Os,FALSE,cubic,element not in BV,element not in BV,"0,72","0,64","0,57","1,63","2,2","2,062330776","1,954921624","-1,387607143","0,760947399",-,"0,407142857"
4933,VPaO3,V,Pa,FALSE,cubic,element not in BV,element not in BV,"0,72","0,64","0,91","1,63","1,5","2,062330776",0,"-2,205107143","0,648946483",-,"0,65"
4934,VPbO3,V,Pb,FALSE,rhombohedral,2,4,"0,79","0,64","0,78","1,63","2,33","2,062330776","2,362863567","-1,775678571","0,71035039","156,8055419","0,557142857"
4935,VPdO3,V,Pd,FALSE,cubic,2,4,"0,79","0,64","0,62","1,63","2,2","2,062330776","2,04250519","-1,512357143","0,766615768","8,774966956","0,442857143"
4936,VPmO3,V,Pm,FALSE,orthorhombic,element not in BV,element not in BV,"0,72","0,64","0,97","1,63","1,13","2,062330776",0,"-2,41275","0,632517458",-,"0,692857143"
4937,VPrO3,V,Pr,FALSE,orthorhombic,2,4,"0,79","0,64","0,85","1,63","1,13","2,062330776","2,340791612","-2,2455","0,6882506","-27,74552441","0,607142857"
4938,VPtO3,V,Pt,FALSE,cubic,element not in BV,element not in BV,"0,72","0,64","0,67","1,63","2,28","2,062330776","2,64390067","-1,554535714","0,724186655",-,"0,478571429"
4939,VPuO3,V,Pu,FALSE,orthorhombic,element not in BV,element not in BV,"0,72","0,64","0,83","1,63","1,28","2,062330776","2,226583834","-2,111678571","0,672227074",-,"0,592857143"
4940,VRbO3,V,Rb,FALSE,orthorhombic,not balanced,not balanced,"0,72","0,64","1,52","1,63","0,82","2,062330776","2,825996661","-3,523714286","0,513378896",-,"1,085714286"
4941,VReO3,V,Re,FALSE,cubic,2,4,"0,79","0,64","0,63","1,63","1,9","2,062330776","1,98797081","-1,61575","0,762839335","9,303932556","0,45"
4942,VRhO3,V,Rh,FALSE,cubic,2,4,"0,79","0,64","0,6","1,63","2,28","2,062330776","2,001424352","-1,452285714","0,774281925","7,905495596","0,428571429"
4943,VRuO3,V,Ru,FALSE,cubic,2,4,"0,79","0,64","0,62","1,63","2,2","2,062330776","2,018753288","-1,512357143","0,766615768","8,774966956","0,442857143"
4944,VSbO3,V,Sb,FALSE,cubic,2,4,"0,79","0,64","0,68","1,63","2,05","2,062330776","2,075848892","-1,667178571","0,744501851","13,55520294","0,485714286"
4945,VScO3,V,Sc,FALSE,cubic,not balanced,not balanced,"0,72","0,64","0,75","1,63","1,36","2,062330776","2,074614707","-1,941107143","0,697240175",-,"0,535714286"
4946,VSiO3,V,Si,FALSE,cubic,2,4,"0,79","0,64","0,4","1,63","1,9","2,062330776","1,783360927","-1,1845","0,86031325","5,303972106","0,285714286"
4947,VSmO3,V,Sm,FALSE,orthorhombic,not balanced,not balanced,"0,72","0,64","0,96","1,63","1,17","2,062330776","2,311832729","-2,383714286","0,635197617",-,"0,685714286"
4948,VSnO3,V,Sn,FALSE,orthorhombic,2,4,"0,79","0,64","0,69","1,63","1,96","2,062330776","2,052287148","-1,711321429","0,740939642","14,94809492","0,492857143"
4949,VSrO3,V,Sr,FALSE,orthorhombic,not balanced,not balanced,"0,72","0,64","1,18","1,63","0,95","2,062330776","2,452968591","-2,852785714","0,581033479",-,"0,842857143"
4950,VTaO3,V,Ta,FALSE,cubic,2,4,"0,79","0,64","0,68","1,63","1,5","2,062330776","1,956808277","-1,822357143","0,744501851","13,55520294","0,485714286"
4951,VTbO3,V,Tb,FALSE,cubic,2,4,"0,79","0,64","0,76","1,63","1,2","2,062330776","2,256932729","-2,057","0,716927709","51,54153866","0,542857143"
4952,VTcO3,V,Tc,FALSE,cubic,element not in BV,element not in BV,"0,72","0,64","0,6","1,63","1,9","2,062330776",0,"-1,521","0,749533188",-,"0,428571429"
4953,VTeO3,V,Te,FALSE,cubic,2,4,"0,79","0,64","0,97","1,63","2,1","2,062330776","2,115491508","-2,196821429","0,653402469","-10,49220319","0,692857143"
4954,VThO3,V,Th,FALSE,cubic,2,4,"0,79","0,64","0,94","1,63","1,3","2,062330776","2,246056043","-2,366285714","0,661779423","-12,17920746","0,671428571"
4955,VTiO3,V,Ti,FALSE,cubic,2,4,"0,79","0,64","0,61","1,63","1,54","2,062330776","1,927848949","-1,679821429","0,770429777","8,312191389","0,435714286"
4956,VTlO3,V,Tl,FALSE,orthorhombic,not balanced,not balanced,"0,72","0,64","1,2","1,63","1,62","2,062330776","2,297683747","-2,718","0,576563991",-,"0,857142857"
4957,VTmO3,V,Tm,FALSE,cubic,not balanced,not balanced,"0,72","0,64","0,96","1,63","1,25","2,062330776","2,119700811","-2,363142857","0,635197617",-,"0,685714286"
4958,VUO3,V,U,FALSE,cubic,2,4,"0,79","0,64","0,89","1,63","1,38","2,062330776","2,0478","-2,249964286","0,676228756","-17,32169726","0,635714286"
4959,V2O3,V,V,FALSE,cubic,not balanced,not balanced,"0,72","0,64","0,64","1,63","1,63","2,062330776","1,758039163","-1,665428571","0,734836459",-,"0,457142857"
4960,VWO3,V,W,FALSE,cubic,2,4,"0,79","0,64","0,66","1,63","2,36","2,062330776","1,7456","-1,542214286","0,751730025","11,43617946","0,471428571"
4961,VYO3,V,Y,FALSE,cubic,not balanced,not balanced,"0,72","0,64","0,9","1,63","1,22","2,062330776","2,235124352","-2,258357143","0,65176799",-,"0,642857143"
4962,VYbO3,V,Yb,FALSE,orthorhombic,not balanced,not balanced,"0,72","0,64","0,95","1,63","1,1","2,062330776","2,223980699","-2,382964286","0,637900586",-,"0,678571429"
4963,VZnO3,V,Zn,FALSE,cubic,not balanced,not balanced,"0,72","0,64","0,74","1,63","1,65","2,062330776","2,096140752","-1,847785714","0,700498307",-,"0,528571429"
4964,VZrO3,V,Zr,FALSE,cubic,2,4,"0,79","0,64","0,72","1,63","1,33","2,062330776","2,043777903","-1,945321429","0,730454647","21,59613064","0,514285714"
4965,WAcO3,W,Ac,FALSE,rhombohedral,element not in BV,element not in BV,"0,63","0,63","1,12","2,36","1,1","2,106036534",0,"-2,3345","0,569613796",-,"0,8"
4966,WAgO3,W,Ag,FALSE,orthorhombic,3,3,"0,66","0,63","0,75","2,36","1,93","2,106036534","2,488353231","-1,566642857","0,677506962","-27,78521765","0,535714286"
4967,WAlO3,W,Al,FALSE,cubic,3,3,"0,66","0,63","0,54","2,36","1,61","2,106036534","1,892894405","-1,303071429","0,750845345","11,86465099","0,385714286"
4968,WAsO3,W,As,FALSE,cubic,3,3,"0,66","0,63","0,58","2,36","2,18","2,106036534","1,932227032","-1,233285714","0,735676752","19,83394137","0,414285714"
4969,WAuO3,W,Au,FALSE,cubic,element not in BV,element not in BV,"0,63","0,63","0,93","2,36","2,54","2,106036534","2,31369847","-1,703785714","0,61606299",-,"0,664285714"
4970,WBO3,W,B,FALSE,cubic,3,3,"0,66","0,63","0,27","2,36","2,04","2,106036534","1,624661665","-0,765857143","0,872239503","4,389690298","0,192857143"
4971,WBaO3,W,Ba,FALSE,rhombohedral,4,2,"0,66","0,63","1,35","2,36","0,89","2,106036534","2,64009357","-2,780357143","0,529687262","-17,69563597","0,964285714"
4972,WBeO3,W,Be,FALSE,cubic,4,2,"0,66","0,63","0,45","2,36","1,57","2,106036534","1,803349248","-1,167214286","0,787372956","2,429088517","0,321428571"
4973,WBiO3,W,Bi,FALSE,cubic,3,3,"0,66","0,63","1,03","2,36","2,02","2,106036534","2,215655462","-1,997428571","0,599440317","-11,95989899","0,735714286"
4974,WCaO3,W,Ca,FALSE,rhombohedral,4,2,"0,66","0,63",1,"2,36",1,"2,106036534","2,318139449","-2,189428571","0,606933321","-20,95355445","0,714285714"
4975,WCdO3,W,Cd,FALSE,rhombohedral,4,2,"0,66","0,63","0,95","2,36","1,69","2,106036534","2,286435201","-1,946071429","0,619846795","-22,1561301","0,678571429"
4976,WCeO3,W,Ce,FALSE,cubic,3,3,"0,66","0,63","1,01","2,36","1,12","2,106036534","2,268642439","-2,177285714","0,604414925","-12,22150824","0,721428571"
4977,WCoO3,W,Co,FALSE,cubic,3,3,"0,66","0,63","0,61","2,36","1,88","2,106036534","1,930310969","-1,352428571","0,724696502","34,49672541","0,435714286"
4978,WCrO3,W,Cr,FALSE,cubic,3,3,"0,66","0,63","0,62","2,36","1,66","2,106036534","1,960053288","-1,420428571","0,721108896","44,33820131","0,442857143"
4979,WCsO3,W,Cs,FALSE,rhombohedral,not balanced,not balanced,"0,63","0,63","1,67","2,36","0,79","2,106036534","3,009747218","-3,292107143","0,467565722",-,"1,192857143"
4980,WCuO3,W,Cu,FALSE,cubic,3,3,"0,66","0,63","0,54","2,36","1,9","2,106036534","2,005573846","-1,234714286","0,750845345","11,86465099","0,385714286"
4981,WDyO3,W,Dy,FALSE,cubic,3,3,"0,66","0,63","0,91","2,36","1,22","2,106036534","2,255580699","-1,992285714","0,630580073","-14,23548585","0,65"
4982,WErO3,W,Er,FALSE,cubic,3,3,"0,66","0,63","0,89","2,36","1,24","2,106036534","2,250676638","-1,955285714","0,636087323","-14,86795562","0,635714286"
4983,WEuO3,W,Eu,FALSE,rhombohedral,3,3,"0,66","0,63","0,95","2,36","1,2","2,106036534","2,354367494","-2,061571429","0,619846795","-13,24867652","0,678571429"
4984,WFeO3,W,Fe,FALSE,cubic,3,3,"0,66","0,63","0,65","2,36","1,83","2,106036534","1,999521816","-1,428785714","0,710556083","192,6730475","0,464285714"
4985,WGaO3,W,Ga,FALSE,rhombohedral,3,3,"0,66","0,63","0,62","2,36","1,81","2,106036534","1,974643898","-1,385071429","0,721108896","44,33820131","0,442857143"
4986,WGdO3,W,Gd,FALSE,cubic,3,3,"0,66","0,63","0,94","2,36","1,2","2,106036534","2,28415608","-2,045428571","0,622495713","-13,46692927","0,671428571"
4987,WGeO3,W,Ge,FALSE,cubic,2,4,"0,66","0,63","0,53","2,36","2,01","2,106036534","1,899964183","-1,192642857","0,754735735","9,995146944","0,378571429"
4988,WHfO3,W,Hf,FALSE,cubic,2,4,"0,66","0,63","0,71","2,36","1,3","2,106036534","2,027412322","-1,650571429","0,690350696","-27,4872788","0,507142857"
4989,WHgO3,W,Hg,FALSE,cubic,4,2,"0,66","0,63","1,02","2,36",2,"2,106036534","2,323654714","-1,986","0,601917343","-20,57306975","0,728571429"
4990,WHoO3,W,Ho,FALSE,cubic,3,3,"0,66","0,63","0,9","2,36","1,23","2,106036534","2,25865608","-1,973785714","0,633321726","-14,53767366","0,642857143"
4991,WInO3,W,In,FALSE,rhombohedral,3,3,"0,66","0,63","0,8","2,36","1,78","2,106036534","2,147680955","-1,682714286","0,662109077","-20,11570489","0,571428571"
4992,WIrO3,W,Ir,FALSE,cubic,3,3,"0,66","0,63","0,68","2,36","2,2","2,106036534","2,009082787","-1,39","0,700307678","-104,4780505","0,485714286"
4993,WKO3,W,K,FALSE,orthorhombic,not balanced,not balanced,"0,63","0,63","1,38","2,36","0,82","2,106036534","2,723507129","-2,817214286","0,516340563",-,"0,985714286"
4994,WLaO3,W,La,FALSE,cubic,3,3,"0,66","0,63","1,03","2,36","1,1","2,106036534","2,376509378","-2,214285714","0,599440317","-11,95989899","0,735714286"
4995,WLiO3,W,Li,FALSE,orthorhombic,not balanced,not balanced,"0,63","0,63","0,76","2,36","0,98","2,106036534","2,095547886","-1,780357143","0,664549429",-,"0,542857143"
4996,WLuO3,W,Lu,FALSE,cubic,3,3,"0,66","0,63","0,86","2,36","1,27","2,106036534","2,209114963","-1,899785714","0,64453096","-16,0702054","0,614285714"
4997,WMgO3,W,Mg,FALSE,cubic,4,2,"0,66","0,63","0,72","2,36","1,31","2,106036534","2,046489492","-1,664357143","0,687094325","-56,19563877","0,514285714"
4998,WMnO3,W,Mn,FALSE,cubic,3,3,"0,66","0,63","0,65","2,36","1,55","2,106036534","2,16999357","-1,494785714","0,710556083","192,6730475","0,464285714"
4999,WMoO3,W,Mo,FALSE,cubic,3,3,"0,66","0,63","0,69","2,36","2,16","2,106036534","1,7893","-1,415571429","0,696956923","-71,52560246","0,492857143"
5000,WNaO3,W,Na,FALSE,orthorhombic,not balanced,not balanced,"0,63","0,63","1,02","2,36","0,93","2,106036534","2,425828064","-2,211321429","0,593151556",-,"0,728571429"
5001,WNbO3,W,Nb,FALSE,cubic,3,3,"0,66","0,63","0,72","2,36","1,6","2,106036534","1,955055241","-1,596","0,687094325","-38,66061796","0,514285714"
5002,WNdO3,W,Nd,FALSE,cubic,3,3,"0,66","0,63","0,98","2,36","1,14","2,106036534","2,320966993","-2,124142857","0,612033601","-12,68233944","0,7"
5003,WNiO3,W,Ni,FALSE,cubic,4,2,"0,66","0,63","0,69","2,36","1,91","2,106036534","2,103725488","-1,4745","0,696956923","-100,0437985","0,492857143"
5004,WNpO3,W,Np,FALSE,cubic,element not in BV,element not in BV,"0,63","0,63","0,86","2,36","1,36","2,106036534",0,"-1,856285714","0,635144587",-,"0,614285714"
5005,WOsO3,W,Os,FALSE,cubic,element not in BV,element not in BV,"0,63","0,63","0,57","2,36","2,2","2,106036534","1,954921624","-1,199142857","0,728643028",-,"0,407142857"
5006,WPaO3,W,Pa,FALSE,cubic,element not in BV,element not in BV,"0,63","0,63","0,91","2,36","1,5","2,106036534",0,"-1,9055","0,621396868",-,"0,65"
5007,WPbO3,W,Pb,FALSE,cubic,2,4,"0,66","0,63","0,78","2,36","2,33","2,106036534","2,362863567","-1,520785714","0,668183472","-12,3354264","0,557142857"
5008,WPdO3,W,Pd,FALSE,cubic,4,2,"0,66","0,63","0,86","2,36","2,2","2,106036534","2,04250519","-1,680571429","0,64453096","-25,96957619","0,614285714"
5009,WPmO3,W,Pm,FALSE,cubic,element not in BV,element not in BV,"0,63","0,63","0,97","2,36","1,13","2,106036534",0,"-2,085607143","0,605665302",-,"0,692857143"
5010,WPrO3,W,Pr,FALSE,cubic,3,3,"0,66","0,63","0,99","2,36","1,13","2,106036534","2,340791612","-2,142642857","0,60947279","-12,51846551","0,707142857"
5011,WPtO3,W,Pt,FALSE,cubic,element not in BV,element not in BV,"0,63","0,63","0,67","2,36","2,28","2,106036534","2,64390067","-1,342571429","0,693442882",-,"0,478571429"
5012,WPuO3,W,Pu,FALSE,cubic,element not in BV,element not in BV,"0,63","0,63","0,83","2,36","1,28","2,106036534","2,226583834","-1,825857143","0,643689133",-,"0,592857143"
5013,WRbO3,W,Rb,FALSE,orthorhombic,not balanced,not balanced,"0,63","0,63","1,52","2,36","0,82","2,106036534","2,825996661","-3,043214286","0,491584509",-,"1,085714286"
5014,WReO3,W,Re,FALSE,cubic,3,3,"0,66","0,63","0,63","2,36","1,9","2,106036534","1,98797081","-1,38","0,717556635","60,78146742","0,45"
5015,WRhO3,W,Rh,FALSE,cubic,3,3,"0,66","0,63","0,67","2,36","2,28","2,106036534","2,001424352","-1,355","0,703690806","-203,4291325","0,478571429"
5016,WRuO3,W,Ru,FALSE,cubic,3,3,"0,66","0,63","0,68","2,36","2,2","2,106036534","2,018753288","-1,39","0,700307678","-104,4780505","0,485714286"
5017,WSbO3,W,Sb,FALSE,cubic,not balanced,not balanced,"0,63","0,63","0,68","2,36","2,05","2,106036534","2,075848892","-1,410464286","0,690109022",-,"0,485714286"
5018,WScO3,W,Sc,FALSE,cubic,3,3,"0,66","0,63","0,75","2,36","1,36","2,106036534","2,074614707","-1,701","0,677506962","-27,78521765","0,535714286"
5019,WSiO3,W,Si,FALSE,cubic,2,4,"0,66","0,63","0,4","2,36","1,9","2,106036534","1,783360927","-1,008714286","0,809244427","6,089782043","0,285714286"
5020,WSmO3,W,Sm,FALSE,cubic,3,3,"0,66","0,63","0,96","2,36","1,17","2,106036534","2,311832729","-2,084785714","0,617220326","-13,04616642","0,685714286"
5021,WSnO3,W,Sn,FALSE,orthorhombic,2,4,"0,66","0,63","0,69","2,36","1,96","2,106036534","2,052287148","-1,462714286","0,696956923","-45,00740647","0,492857143"
5022,WSrO3,W,Sr,FALSE,rhombohedral,4,2,"0,66","0,63","1,18","2,36","0,95","2,106036534","2,452968591","-2,491785714","0,564589135","-18,66411538","0,842857143"
